PHD2 version 2.6.13
Log start 2026-02-01 22:00:00
Guiding Begins at 2026-02-01 22:00:02
Equipment Profile = "SCT-2032-sub-014"
Mount = "Mount"
Camera = "Simulator"
Guider = "Hysteresis"
Exposure = 1.0 s
Image scale = 0.35 arc-sec/px

Frame,Time,Mount,dx,dy,RARawDistance,DECRawDistance,RAGuideDistance,DECGuideDistance,RADuration,RADirection,DECDuration,DECDirection,XStep,YStep,StarMass,SNR,ErrorCode
16,15.000,"Mount",0.408,0.411,0.408,0.411,0.408,0.411,48,E,57,N,,,30555,31.41,0
17,16.000,"Mount",0.336,0.461,0.336,0.461,0.336,0.461,40,E,64,N,,,30592,31.59,0
18,17.000,"Mount",0.299,0.454,0.299,0.454,0.299,0.454,35,E,63,N,,,30629,31.76,0
19,18.000,"Mount",0.591,0.311,0.591,0.311,0.591,0.311,70,E,43,N,,,30666,31.92,0
20,19.000,"Mount",0.533,0.418,0.533,0.418,0.533,0.418,63,E,58,N,,,30703,32.07,0
21,20.000,"Mount",0.357,0.345,0.357,0.345,0.357,0.345,42,E,48,N,,,30740,32.21,0
22,21.000,"Mount",0.495,0.329,0.495,0.329,0.495,0.329,59,E,46,N,,,30777,32.34,0
23,22.000,"Mount",0.284,0.131,0.284,0.131,0.284,0.000,34,E,0,,,,30814,32.46,0
24,23.000,"Mount",0.266,-0.015,0.266,-0.015,0.266,0.000,31,E,0,,,,30851,32.56,0
25,24.000,"Mount",0.221,0.061,0.221,0.061,0.221,0.000,26,E,0,,,,30888,32.66,0
26,25.000,"Mount",0.593,-0.082,0.593,-0.082,0.593,0.000,71,E,0,,,,30925,32.74,0
27,26.000,"Mount",0.379,-0.060,0.379,-0.060,0.379,0.000,45,E,0,,,,30962,32.82,0
28,27.000,"Mount",0.441,-0.062,0.441,-0.062,0.441,0.000,52,E,0,,,,30999,32.88,0
29,28.000,"Mount",0.431,-0.142,0.431,-0.142,0.431,0.000,51,E,0,,,,31036,32.93,0
30,29.000,"Mount",0.557,-0.131,0.557,-0.131,0.557,0.000,66,E,0,,,,31073,32.96,0
31,30.000,"Mount",0.478,-0.231,0.478,-0.231,0.478,-0.231,57,E,32,S,,,31110,32.99,0
32,31.000,"Mount",0.569,-0.192,0.569,-0.192,0.569,0.000,68,E,0,,,,31147,33.00,0
33,32.000,"Mount",0.540,-0.247,0.540,-0.247,0.540,-0.247,64,E,34,S,,,31184,33.00,0
34,33.000,"Mount",0.710,-0.353,0.710,-0.353,0.710,-0.353,85,E,49,S,,,31221,32.98,0
35,34.000,"Mount",0.699,-0.334,0.699,-0.334,0.699,-0.334,83,E,46,S,,,31258,32.96,0
36,35.000,"Mount",0.698,-0.400,0.698,-0.400,0.698,-0.400,83,E,55,S,,,31295,32.92,0
37,36.000,"Mount",0.557,-0.405,0.557,-0.405,0.557,-0.405,66,E,56,S,,,31332,32.87,0
38,37.000,"Mount",0.534,-0.659,0.534,-0.659,0.534,-0.659,64,E,92,S,,,31369,32.81,0
39,38.000,"Mount",0.588,-0.359,0.588,-0.359,0.588,-0.359,70,E,50,S,,,31406,32.73,0
40,39.000,"Mount",0.767,-0.354,0.767,-0.354,0.767,-0.354,92,E,49,S,,,31443,32.64,0
41,40.000,"Mount",0.518,-0.395,0.518,-0.395,0.518,-0.395,62,E,55,S,,,31480,32.55,0
42,41.000,"Mount",0.523,-0.362,0.523,-0.362,0.523,-0.362,62,E,50,S,,,31517,32.44,0
43,42.000,"Mount",0.620,-0.482,0.620,-0.482,0.620,-0.482,74,E,67,S,,,31554,32.32,0
44,43.000,"Mount",0.582,-0.472,0.582,-0.472,0.582,-0.472,69,E,66,S,,,31591,32.18,0
45,44.000,"Mount",0.520,-0.200,0.520,-0.200,0.520,0.000,62,E,0,,,,31628,32.04,0
46,45.000,"Mount",0.027,-0.356,0.027,-0.356,0.000,-0.356,0,,49,S,,,31665,31.89,0
47,46.000,"Mount",0.159,-0.289,0.159,-0.289,0.000,-0.289,0,,40,S,,,31702,31.73,0
48,47.000,"Mount",-0.042,-0.272,-0.042,-0.272,0.000,-0.272,0,,38,S,,,31739,31.56,0
49,48.000,"Mount",-0.087,-0.340,-0.087,-0.340,0.000,-0.340,0,,47,S,,,31776,31.38,0
50,49.000,"Mount",-0.189,-0.297,-0.189,-0.297,0.000,-0.297,0,,41,S,,,31813,31.19,0
51,50.000,"Mount",-0.159,-0.259,-0.159,-0.259,0.000,-0.259,0,,36,S,,,31850,30.99,0
52,51.000,"Mount",-0.118,-0.348,-0.118,-0.348,0.000,-0.348,0,,48,S,,,31887,30.79,0
53,52.000,"Mount",-0.074,-0.259,-0.074,-0.259,0.000,-0.259,0,,36,S,,,31924,30.58,0
54,53.000,"Mount",-0.232,-0.327,-0.232,-0.327,-0.232,-0.327,27,W,45,S,,,31961,30.36,0
55,54.000,"Mount",-0.502,-0.047,-0.502,-0.047,-0.502,0.000,60,W,0,,,,31998,30.14,0
56,55.000,"Mount",-0.487,-0.265,-0.487,-0.265,-0.487,-0.265,58,W,37,S,,,32035,29.91,0
57,56.000,"Mount",-0.438,-0.300,-0.438,-0.300,-0.438,-0.300,52,W,42,S,,,32072,29.67,0
58,57.000,"Mount",-0.345,-0.135,-0.345,-0.135,-0.345,0.000,41,W,0,,,,32109,29.44,0
59,58.000,"Mount",-0.464,-0.397,-0.464,-0.397,-0.464,-0.397,55,W,55,S,,,32146,29.20,0
60,59.000,"Mount",-0.526,-0.336,-0.526,-0.336,-0.526,-0.336,63,W,46,S,,,32183,28.95,0
