PHD2 version 2.6.13
Log start 2026-02-01 22:00:00
Guiding Begins at 2026-02-01 22:00:02
Equipment Profile = "SCT-2032-sub-009"
Mount = "Mount"
Camera = "Simulator"
Guider = "Hysteresis"
Exposure = 1.0 s
Image scale = 0.35 arc-sec/px

Frame,Time,Mount,dx,dy,RARawDistance,DECRawDistance,RAGuideDistance,DECGuideDistance,RADuration,RADirection,DECDuration,DECDirection,XStep,YStep,StarMass,SNR,ErrorCode
16,15.000,"Mount",0.504,0.394,0.504,0.394,0.504,0.394,60,E,55,N,,,30555,31.41,0
17,16.000,"Mount",0.530,0.551,0.530,0.551,0.530,0.551,63,E,77,N,,,30592,31.59,0
18,17.000,"Mount",0.597,0.517,0.597,0.517,0.597,0.517,71,E,72,N,,,30629,31.76,0
19,18.000,"Mount",0.457,0.467,0.457,0.467,0.457,0.467,54,E,65,N,,,30666,31.92,0
20,19.000,"Mount",0.240,0.195,0.240,0.195,0.240,0.000,28,E,0,,,,30703,32.07,0
21,20.000,"Mount",0.305,0.116,0.305,0.116,0.305,0.000,36,E,0,,,,30740,32.21,0
22,21.000,"Mount",0.510,0.251,0.510,0.251,0.510,0.251,61,E,35,N,,,30777,32.34,0
23,22.000,"Mount",0.343,0.197,0.343,0.197,0.343,0.000,41,E,0,,,,30814,32.46,0
24,23.000,"Mount",0.149,-0.094,0.149,-0.094,0.000,0.000,0,,0,,,,30851,32.56,0
25,24.000,"Mount",0.208,0.091,0.208,0.091,0.208,0.000,24,E,0,,,,30888,32.66,0
26,25.000,"Mount",0.178,-0.039,0.178,-0.039,0.000,0.000,0,,0,,,,30925,32.74,0
27,26.000,"Mount",0.427,0.006,0.427,0.006,0.427,0.000,51,E,0,,,,30962,32.82,0
28,27.000,"Mount",0.283,0.000,0.283,0.000,0.283,0.000,33,E,0,,,,30999,32.88,0
29,28.000,"Mount",0.414,-0.203,0.414,-0.203,0.414,-0.203,49,E,28,S,,,31036,32.93,0
30,29.000,"Mount",0.354,-0.047,0.354,-0.047,0.354,0.000,42,E,0,,,,31073,32.96,0
31,30.000,"Mount",0.569,-0.272,0.569,-0.272,0.569,-0.272,68,E,38,S,,,31110,32.99,0
32,31.000,"Mount",0.382,-0.148,0.382,-0.148,0.382,0.000,45,E,0,,,,31147,33.00,0
33,32.000,"Mount",0.666,-0.406,0.666,-0.406,0.666,-0.406,79,E,56,S,,,31184,33.00,0
34,33.000,"Mount",0.436,-0.165,0.436,-0.165,0.436,0.000,52,E,0,,,,31221,32.98,0
35,34.000,"Mount",0.853,-0.387,0.853,-0.387,0.853,-0.387,102,E,54,S,,,31258,32.96,0
36,35.000,"Mount",0.552,-0.479,0.552,-0.479,0.552,-0.479,66,E,67,S,,,31295,32.92,0
37,36.000,"Mount",0.683,-0.350,0.683,-0.350,0.683,-0.350,82,E,48,S,,,31332,32.87,0
38,37.000,"Mount",0.479,-0.378,0.479,-0.378,0.479,-0.378,57,E,52,S,,,31369,32.81,0
39,38.000,"Mount",0.552,-0.443,0.552,-0.443,0.552,-0.443,66,E,62,S,,,31406,32.73,0
40,39.000,"Mount",0.524,-0.328,0.524,-0.328,0.524,-0.328,62,E,45,S,,,31443,32.64,0
41,40.000,"Mount",0.652,-0.374,0.652,-0.374,0.652,-0.374,78,E,52,S,,,31480,32.55,0
42,41.000,"Mount",0.642,-0.330,0.642,-0.330,0.642,-0.330,76,E,46,S,,,31517,32.44,0
43,42.000,"Mount",0.400,-0.464,0.400,-0.464,0.400,-0.464,47,E,64,S,,,31554,32.32,0
44,43.000,"Mount",0.380,-0.370,0.380,-0.370,0.380,-0.370,45,E,51,S,,,31591,32.18,0
45,44.000,"Mount",0.353,-0.311,0.353,-0.311,0.353,-0.311,42,E,43,S,,,31628,32.04,0
46,45.000,"Mount",0.326,-0.401,0.326,-0.401,0.326,-0.401,39,E,56,S,,,31665,31.89,0
47,46.000,"Mount",0.239,-0.407,0.239,-0.407,0.239,-0.407,28,E,57,S,,,31702,31.73,0
48,47.000,"Mount",-0.006,-0.096,-0.006,-0.096,0.000,0.000,0,,0,,,,31739,31.56,0
49,48.000,"Mount",-0.092,-0.399,-0.092,-0.399,0.000,-0.399,0,,55,S,,,31776,31.38,0
50,49.000,"Mount",-0.213,-0.316,-0.213,-0.316,-0.213,-0.316,25,W,44,S,,,31813,31.19,0
51,50.000,"Mount",-0.273,-0.211,-0.273,-0.211,-0.273,-0.211,32,W,29,S,,,31850,30.99,0
52,51.000,"Mount",-0.278,-0.379,-0.278,-0.379,-0.278,-0.379,33,W,53,S,,,31887,30.79,0
53,52.000,"Mount",-0.337,-0.227,-0.337,-0.227,-0.337,-0.227,40,W,31,S,,,31924,30.58,0
54,53.000,"Mount",-0.182,-0.254,-0.182,-0.254,0.000,-0.254,0,,35,S,,,31961,30.36,0
55,54.000,"Mount",-0.451,-0.367,-0.451,-0.367,-0.451,-0.367,54,W,51,S,,,31998,30.14,0
56,55.000,"Mount",-0.565,-0.160,-0.565,-0.160,-0.565,0.000,67,W,0,,,,32035,29.91,0
57,56.000,"Mount",-0.628,-0.212,-0.628,-0.212,-0.628,-0.212,75,W,29,S,,,32072,29.67,0
58,57.000,"Mount",-0.392,-0.373,-0.392,-0.373,-0.392,-0.373,47,W,52,S,,,32109,29.44,0
59,58.000,"Mount",-0.566,-0.255,-0.566,-0.255,-0.566,-0.255,67,W,35,S,,,32146,29.20,0
60,59.000,"Mount",-0.590,-0.524,-0.590,-0.524,-0.590,-0.524,70,W,73,S,,,32183,28.95,0
