PHD2 version 2.6.13
Log start 2026-02-01 22:00:00
Guiding Begins at 2026-02-01 22:00:02
Equipment Profile = "SCT-2032-sub-005"
Mount = "Mount"
Camera = "Simulator"
Guider = "Hysteresis"
Exposure = 1.0 s
Image scale = 0.35 arc-sec/px

Frame,Time,Mount,dx,dy,RARawDistance,DECRawDistance,RAGuideDistance,DECGuideDistance,RADuration,RADirection,DECDuration,DECDirection,XStep,YStep,StarMass,SNR,ErrorCode
26,25.000,"Mount",0.478,-0.046,0.478,-0.046,0.478,0.000,57,E,0,,,,30925,32.74,0
27,26.000,"Mount",0.505,0.114,0.505,0.114,0.505,0.000,60,E,0,,,,30962,32.82,0
28,27.000,"Mount",0.179,-0.102,0.179,-0.102,0.000,0.000,0,,0,,,,30999,32.88,0
29,28.000,"Mount",0.539,-0.267,0.539,-0.267,0.539,-0.267,64,E,37,S,,,31036,32.93,0
30,29.000,"Mount",0.506,-0.191,0.506,-0.191,0.506,0.000,60,E,0,,,,31073,32.96,0
31,30.000,"Mount",0.447,-0.316,0.447,-0.316,0.447,-0.316,53,E,44,S,,,31110,32.99,0
32,31.000,"Mount",0.607,-0.291,0.607,-0.291,0.607,-0.291,72,E,40,S,,,31147,33.00,0
33,32.000,"Mount",0.728,-0.338,0.728,-0.338,0.728,-0.338,87,E,47,S,,,31184,33.00,0
34,33.000,"Mount",0.693,-0.339,0.693,-0.339,0.693,-0.339,83,E,47,S,,,31221,32.98,0
35,34.000,"Mount",0.693,-0.166,0.693,-0.166,0.693,0.000,83,E,0,,,,31258,32.96,0
36,35.000,"Mount",0.726,-0.258,0.726,-0.258,0.726,-0.258,87,E,36,S,,,31295,32.92,0
37,36.000,"Mount",0.614,-0.396,0.614,-0.396,0.614,-0.396,73,E,55,S,,,31332,32.87,0
38,37.000,"Mount",0.787,-0.339,0.787,-0.339,0.787,-0.339,94,E,47,S,,,31369,32.81,0
39,38.000,"Mount",0.769,-0.480,0.769,-0.480,0.769,-0.480,92,E,67,S,,,31406,32.73,0
40,39.000,"Mount",0.552,-0.585,0.552,-0.585,0.552,-0.585,66,E,81,S,,,31443,32.64,0
41,40.000,"Mount",0.513,-0.338,0.513,-0.338,0.513,-0.338,61,E,47,S,,,31480,32.55,0
42,41.000,"Mount",0.550,-0.365,0.550,-0.365,0.550,-0.365,65,E,51,S,,,31517,32.44,0
43,42.000,"Mount",0.313,-0.189,0.313,-0.189,0.313,0.000,37,E,0,,,,31554,32.32,0
44,43.000,"Mount",0.643,-0.279,0.643,-0.279,0.643,-0.279,77,E,39,S,,,31591,32.18,0
45,44.000,"Mount",0.349,-0.496,0.349,-0.496,0.349,-0.496,41,E,69,S,,,31628,32.04,0
46,45.000,"Mount",0.173,-0.289,0.173,-0.289,0.000,-0.289,0,,40,S,,,31665,31.89,0
47,46.000,"Mount",0.136,-0.478,0.136,-0.478,0.000,-0.478,0,,66,S,,,31702,31.73,0
48,47.000,"Mount",0.045,-0.447,0.045,-0.447,0.000,-0.447,0,,62,S,,,31739,31.56,0
49,48.000,"Mount",0.060,-0.236,0.060,-0.236,0.000,-0.236,0,,33,S,,,31776,31.38,0
50,49.000,"Mount",-0.084,-0.589,-0.084,-0.589,0.000,-0.589,0,,82,S,,,31813,31.19,0
51,50.000,"Mount",-0.206,-0.305,-0.206,-0.305,-0.206,-0.305,24,W,42,S,,,31850,30.99,0
52,51.000,"Mount",-0.032,-0.392,-0.032,-0.392,0.000,-0.392,0,,54,S,,,31887,30.79,0
53,52.000,"Mount",-0.446,-0.258,-0.446,-0.258,-0.446,-0.258,53,W,36,S,,,31924,30.58,0
54,53.000,"Mount",-0.192,-0.413,-0.192,-0.413,0.000,-0.413,0,,57,S,,,31961,30.36,0
55,54.000,"Mount",-0.162,-0.393,-0.162,-0.393,0.000,-0.393,0,,54,S,,,31998,30.14,0
56,55.000,"Mount",-0.210,-0.550,-0.210,-0.550,-0.210,-0.550,25,W,77,S,,,32035,29.91,0
57,56.000,"Mount",-0.660,-0.529,-0.660,-0.529,-0.660,-0.529,79,W,74,S,,,32072,29.67,0
58,57.000,"Mount",-0.628,-0.320,-0.628,-0.320,-0.628,-0.320,75,W,44,S,,,32109,29.44,0
59,58.000,"Mount",-0.492,-0.363,-0.492,-0.363,-0.492,-0.363,59,W,50,S,,,32146,29.20,0
60,59.000,"Mount",-0.407,-0.445,-0.407,-0.445,-0.407,-0.445,48,W,62,S,,,32183,28.95,0
