PHD2 version 2.6.13
Log start 2026-02-01 22:00:00
Guiding Begins at 2026-02-01 22:00:02
Equipment Profile = "SCT-2032-sub-008"
Mount = "Mount"
Camera = "Simulator"
Guider = "Hysteresis"
Exposure = 1.0 s
Image scale = 0.35 arc-sec/px

Frame,Time,Mount,dx,dy,RARawDistance,DECRawDistance,RAGuideDistance,DECGuideDistance,RADuration,RADirection,DECDuration,DECDirection,XStep,YStep,StarMass,SNR,ErrorCode
30,29.000,"Mount",0.537,-0.211,0.537,-0.211,0.537,-0.211,64,E,29,S,,,31073,32.96,0
31,30.000,"Mount",0.446,-0.296,0.446,-0.296,0.446,-0.296,53,E,41,S,,,31110,32.99,0
32,31.000,"Mount",0.623,-0.277,0.623,-0.277,0.623,-0.277,74,E,38,S,,,31147,33.00,0
33,32.000,"Mount",0.586,-0.522,0.586,-0.522,0.586,-0.522,70,E,73,S,,,31184,33.00,0
34,33.000,"Mount",0.898,-0.269,0.898,-0.269,0.898,-0.269,107,E,37,S,,,31221,32.98,0
35,34.000,"Mount",0.387,-0.401,0.387,-0.401,0.387,-0.401,46,E,56,S,,,31258,32.96,0
36,35.000,"Mount",0.566,-0.183,0.566,-0.183,0.566,0.000,67,E,0,,,,31295,32.92,0
37,36.000,"Mount",0.673,-0.457,0.673,-0.457,0.673,-0.457,80,E,63,S,,,31332,32.87,0
38,37.000,"Mount",0.453,-0.374,0.453,-0.374,0.453,-0.374,54,E,52,S,,,31369,32.81,0
39,38.000,"Mount",0.651,-0.226,0.651,-0.226,0.651,-0.226,78,E,31,S,,,31406,32.73,0
40,39.000,"Mount",0.847,-0.386,0.847,-0.386,0.847,-0.386,101,E,54,S,,,31443,32.64,0
41,40.000,"Mount",0.917,-0.498,0.917,-0.498,0.917,-0.498,109,E,69,S,,,31480,32.55,0
42,41.000,"Mount",0.500,-0.470,0.500,-0.470,0.500,-0.470,60,E,65,S,,,31517,32.44,0
43,42.000,"Mount",0.518,-0.546,0.518,-0.546,0.518,-0.546,62,E,76,S,,,31554,32.32,0
44,43.000,"Mount",0.476,-0.574,0.476,-0.574,0.476,-0.574,57,E,80,S,,,31591,32.18,0
45,44.000,"Mount",0.493,-0.546,0.493,-0.546,0.493,-0.546,59,E,76,S,,,31628,32.04,0
46,45.000,"Mount",0.269,-0.537,0.269,-0.537,0.269,-0.537,32,E,75,S,,,31665,31.89,0
47,46.000,"Mount",0.031,-0.525,0.031,-0.525,0.000,-0.525,0,,73,S,,,31702,31.73,0
48,47.000,"Mount",0.217,-0.423,0.217,-0.423,0.217,-0.423,26,E,59,S,,,31739,31.56,0
49,48.000,"Mount",0.122,-0.458,0.122,-0.458,0.000,-0.458,0,,64,S,,,31776,31.38,0
50,49.000,"Mount",-0.046,-0.199,-0.046,-0.199,0.000,0.000,0,,0,,,,31813,31.19,0
51,50.000,"Mount",-0.225,-0.226,-0.225,-0.226,-0.225,-0.226,26,W,31,S,,,31850,30.99,0
52,51.000,"Mount",-0.029,-0.294,-0.029,-0.294,0.000,-0.294,0,,41,S,,,31887,30.79,0
53,52.000,"Mount",-0.466,-0.218,-0.466,-0.218,-0.466,-0.218,55,W,30,S,,,31924,30.58,0
54,53.000,"Mount",-0.139,-0.291,-0.139,-0.291,0.000,-0.291,0,,40,S,,,31961,30.36,0
55,54.000,"Mount",-0.367,-0.161,-0.367,-0.161,-0.367,0.000,44,W,0,,,,31998,30.14,0
56,55.000,"Mount",-0.368,-0.222,-0.368,-0.222,-0.368,-0.222,44,W,31,S,,,32035,29.91,0
57,56.000,"Mount",-0.420,-0.284,-0.420,-0.284,-0.420,-0.284,50,W,39,S,,,32072,29.67,0
58,57.000,"Mount",-0.539,-0.412,-0.539,-0.412,-0.539,-0.412,64,W,57,S,,,32109,29.44,0
59,58.000,"Mount",-0.380,-0.212,-0.380,-0.212,-0.380,-0.212,45,W,29,S,,,32146,29.20,0
60,59.000,"Mount",-0.559,-0.225,-0.559,-0.225,-0.559,-0.225,67,W,31,S,,,32183,28.95,0
