PHD2 version 2.6.13
Log start 2026-02-01 22:00:00
Guiding Begins at 2026-02-01 22:00:02
Equipment Profile = "SCT-2032-sub-003"
Mount = "Mount"
Camera = "Simulator"
Guider = "Hysteresis"
Exposure = 1.0 s
Image scale = 0.35 arc-sec/px

Frame,Time,Mount,dx,dy,RARawDistance,DECRawDistance,RAGuideDistance,DECGuideDistance,RADuration,RADirection,DECDuration,DECDirection,XStep,YStep,StarMass,SNR,ErrorCode
34,33.000,"Mount",0.624,-0.424,0.624,-0.424,0.624,-0.424,74,E,59,S,,,31221,32.98,0
35,34.000,"Mount",0.586,-0.336,0.586,-0.336,0.586,-0.336,70,E,47,S,,,31258,32.96,0
36,35.000,"Mount",0.752,-0.516,0.752,-0.516,0.752,-0.516,90,E,72,S,,,31295,32.92,0
37,36.000,"Mount",0.562,-0.457,0.562,-0.457,0.562,-0.457,67,E,64,S,,,31332,32.87,0
38,37.000,"Mount",0.577,-0.372,0.577,-0.372,0.577,-0.372,69,E,52,S,,,31369,32.81,0
39,38.000,"Mount",0.583,-0.301,0.583,-0.301,0.583,-0.301,70,E,42,S,,,31406,32.73,0
40,39.000,"Mount",0.773,-0.319,0.773,-0.319,0.773,-0.319,92,E,44,S,,,31443,32.64,0
41,40.000,"Mount",0.733,-0.506,0.733,-0.506,0.733,-0.506,87,E,70,S,,,31480,32.55,0
42,41.000,"Mount",0.533,-0.391,0.533,-0.391,0.533,-0.391,63,E,54,S,,,31517,32.44,0
43,42.000,"Mount",0.598,-0.207,0.598,-0.207,0.598,-0.207,71,E,28,S,,,31554,32.32,0
44,43.000,"Mount",0.380,-0.554,0.380,-0.554,0.380,-0.554,45,E,77,S,,,31591,32.18,0
45,44.000,"Mount",0.405,-0.523,0.405,-0.523,0.405,-0.523,48,E,73,S,,,31628,32.04,0
46,45.000,"Mount",0.172,-0.370,0.172,-0.370,0.000,-0.370,0,,51,S,,,31665,31.89,0
47,46.000,"Mount",0.234,-0.406,0.234,-0.406,0.234,-0.406,28,E,56,S,,,31702,31.73,0
48,47.000,"Mount",0.091,-0.387,0.091,-0.387,0.000,-0.387,0,,54,S,,,31739,31.56,0
49,48.000,"Mount",0.074,-0.404,0.074,-0.404,0.000,-0.404,0,,56,S,,,31776,31.38,0
50,49.000,"Mount",-0.062,-0.263,-0.062,-0.263,0.000,-0.263,0,,36,S,,,31813,31.19,0
51,50.000,"Mount",-0.172,-0.294,-0.172,-0.294,0.000,-0.294,0,,41,S,,,31850,30.99,0
52,51.000,"Mount",-0.059,-0.343,-0.059,-0.343,0.000,-0.343,0,,47,S,,,31887,30.79,0
53,52.000,"Mount",-0.352,-0.181,-0.352,-0.181,-0.352,0.000,42,W,0,,,,31924,30.58,0
54,53.000,"Mount",-0.521,-0.547,-0.521,-0.547,-0.521,-0.547,62,W,76,S,,,31961,30.36,0
55,54.000,"Mount",-0.340,-0.240,-0.340,-0.240,-0.340,-0.240,40,W,33,S,,,31998,30.14,0
56,55.000,"Mount",-0.535,-0.357,-0.535,-0.357,-0.535,-0.357,64,W,49,S,,,32035,29.91,0
57,56.000,"Mount",-0.500,-0.338,-0.500,-0.338,-0.500,-0.338,59,W,47,S,,,32072,29.67,0
58,57.000,"Mount",-0.429,-0.371,-0.429,-0.371,-0.429,-0.371,51,W,51,S,,,32109,29.44,0
59,58.000,"Mount",-0.556,-0.317,-0.556,-0.317,-0.556,-0.317,66,W,44,S,,,32146,29.20,0
60,59.000,"Mount",-0.564,-0.430,-0.564,-0.430,-0.564,-0.430,67,W,60,S,,,32183,28.95,0
