PHD2 version 2.6.13
Log start 2026-02-01 22:00:00
Guiding Begins at 2026-02-01 22:00:02
Equipment Profile = "SCT-2032-sub-011"
Mount = "Mount"
Camera = "Simulator"
Guider = "Hysteresis"
Exposure = 1.0 s
Image scale = 0.35 arc-sec/px

Frame,Time,Mount,dx,dy,RARawDistance,DECRawDistance,RAGuideDistance,DECGuideDistance,RADuration,RADirection,DECDuration,DECDirection,XStep,YStep,StarMass,SNR,ErrorCode
33,32.000,"Mount",0.627,-0.345,0.627,-0.345,0.627,-0.345,75,E,48,S,,,31184,33.00,0
34,33.000,"Mount",0.714,-0.347,0.714,-0.347,0.714,-0.347,85,E,48,S,,,31221,32.98,0
35,34.000,"Mount",0.538,-0.359,0.538,-0.359,0.538,-0.359,64,E,50,S,,,31258,32.96,0
36,35.000,"Mount",0.756,-0.359,0.756,-0.359,0.756,-0.359,90,E,50,S,,,31295,32.92,0
37,36.000,"Mount",0.869,-0.433,0.869,-0.433,0.869,-0.433,104,E,60,S,,,31332,32.87,0
38,37.000,"Mount",0.664,-0.407,0.664,-0.407,0.664,-0.407,79,E,56,S,,,31369,32.81,0
39,38.000,"Mount",0.659,-0.342,0.659,-0.342,0.659,-0.342,79,E,47,S,,,31406,32.73,0
40,39.000,"Mount",0.557,-0.343,0.557,-0.343,0.557,-0.343,66,E,47,S,,,31443,32.64,0
41,40.000,"Mount",0.540,-0.367,0.540,-0.367,0.540,-0.367,64,E,51,S,,,31480,32.55,0
42,41.000,"Mount",0.619,-0.433,0.619,-0.433,0.619,-0.433,74,E,60,S,,,31517,32.44,0
43,42.000,"Mount",0.362,-0.225,0.362,-0.225,0.362,-0.225,43,E,31,S,,,31554,32.32,0
44,43.000,"Mount",0.489,-0.357,0.489,-0.357,0.489,-0.357,58,E,49,S,,,31591,32.18,0
45,44.000,"Mount",0.471,-0.329,0.471,-0.329,0.471,-0.329,56,E,46,S,,,31628,32.04,0
46,45.000,"Mount",0.410,-0.292,0.410,-0.292,0.410,-0.292,49,E,40,S,,,31665,31.89,0
47,46.000,"Mount",0.095,-0.332,0.095,-0.332,0.000,-0.332,0,,46,S,,,31702,31.73,0
48,47.000,"Mount",-0.046,-0.502,-0.046,-0.502,0.000,-0.502,0,,70,S,,,31739,31.56,0
49,48.000,"Mount",0.227,-0.186,0.227,-0.186,0.227,0.000,27,E,0,,,,31776,31.38,0
50,49.000,"Mount",-0.241,-0.391,-0.241,-0.391,-0.241,-0.391,28,W,54,S,,,31813,31.19,0
51,50.000,"Mount",-0.194,-0.275,-0.194,-0.275,0.000,-0.275,0,,38,S,,,31850,30.99,0
52,51.000,"Mount",-0.239,-0.279,-0.239,-0.279,-0.239,-0.279,28,W,39,S,,,31887,30.79,0
53,52.000,"Mount",-0.257,-0.358,-0.257,-0.358,-0.257,-0.358,30,W,50,S,,,31924,30.58,0
54,53.000,"Mount",-0.335,-0.190,-0.335,-0.190,-0.335,0.000,40,W,0,,,,31961,30.36,0
55,54.000,"Mount",-0.514,-0.299,-0.514,-0.299,-0.514,-0.299,61,W,41,S,,,31998,30.14,0
56,55.000,"Mount",-0.421,-0.528,-0.421,-0.528,-0.421,-0.528,50,W,73,S,,,32035,29.91,0
57,56.000,"Mount",-0.624,-0.181,-0.624,-0.181,-0.624,0.000,74,W,0,,,,32072,29.67,0
58,57.000,"Mount",-0.557,-0.320,-0.557,-0.320,-0.557,-0.320,66,W,44,S,,,32109,29.44,0
59,58.000,"Mount",-0.693,-0.231,-0.693,-0.231,-0.693,-0.231,83,W,32,S,,,32146,29.20,0
60,59.000,"Mount",-0.588,-0.319,-0.588,-0.319,-0.588,-0.319,70,W,44,S,,,32183,28.95,0
