PHD2 version 2.6.13
Log start 2026-02-01 22:00:00
Guiding Begins at 2026-02-01 22:00:02
Equipment Profile = "SCT-2032-sub-012"
Mount = "Mount"
Camera = "Simulator"
Guider = "Hysteresis"
Exposure = 1.0 s
Image scale = 0.35 arc-sec/px

Frame,Time,Mount,dx,dy,RARawDistance,DECRawDistance,RAGuideDistance,DECGuideDistance,RADuration,RADirection,DECDuration,DECDirection,XStep,YStep,StarMass,SNR,ErrorCode
29,28.000,"Mount",0.352,-0.025,0.352,-0.025,0.352,0.000,42,E,0,,,,31036,32.93,0
30,29.000,"Mount",0.455,-0.221,0.455,-0.221,0.455,-0.221,54,E,30,S,,,31073,32.96,0
31,30.000,"Mount",0.708,-0.221,0.708,-0.221,0.708,-0.221,84,E,31,S,,,31110,32.99,0
32,31.000,"Mount",0.680,-0.309,0.680,-0.309,0.680,-0.309,81,E,43,S,,,31147,33.00,0
33,32.000,"Mount",0.518,-0.405,0.518,-0.405,0.518,-0.405,62,E,56,S,,,31184,33.00,0
34,33.000,"Mount",0.432,-0.511,0.432,-0.511,0.432,-0.511,51,E,71,S,,,31221,32.98,0
35,34.000,"Mount",0.261,-0.300,0.261,-0.300,0.261,-0.300,31,E,41,S,,,31258,32.96,0
36,35.000,"Mount",0.666,-0.304,0.666,-0.304,0.666,-0.304,79,E,42,S,,,31295,32.92,0
37,36.000,"Mount",0.587,-0.542,0.587,-0.542,0.587,-0.542,70,E,75,S,,,31332,32.87,0
38,37.000,"Mount",0.756,-0.407,0.756,-0.407,0.756,-0.407,90,E,56,S,,,31369,32.81,0
39,38.000,"Mount",0.501,-0.450,0.501,-0.450,0.501,-0.450,60,E,63,S,,,31406,32.73,0
40,39.000,"Mount",0.822,-0.396,0.822,-0.396,0.822,-0.396,98,E,55,S,,,31443,32.64,0
41,40.000,"Mount",0.634,-0.440,0.634,-0.440,0.634,-0.440,76,E,61,S,,,31480,32.55,0
42,41.000,"Mount",0.646,-0.551,0.646,-0.551,0.646,-0.551,77,E,77,S,,,31517,32.44,0
43,42.000,"Mount",0.528,-0.460,0.528,-0.460,0.528,-0.460,63,E,64,S,,,31554,32.32,0
44,43.000,"Mount",0.702,-0.256,0.702,-0.256,0.702,-0.256,84,E,35,S,,,31591,32.18,0
45,44.000,"Mount",0.329,-0.450,0.329,-0.450,0.329,-0.450,39,E,63,S,,,31628,32.04,0
46,45.000,"Mount",0.360,-0.330,0.360,-0.330,0.360,-0.330,43,E,46,S,,,31665,31.89,0
47,46.000,"Mount",0.180,-0.587,0.180,-0.587,0.000,-0.587,0,,82,S,,,31702,31.73,0
48,47.000,"Mount",0.118,-0.270,0.118,-0.270,0.000,-0.270,0,,37,S,,,31739,31.56,0
49,48.000,"Mount",0.252,-0.331,0.252,-0.331,0.252,-0.331,30,E,46,S,,,31776,31.38,0
50,49.000,"Mount",-0.022,-0.314,-0.022,-0.314,0.000,-0.314,0,,44,S,,,31813,31.19,0
51,50.000,"Mount",-0.320,-0.204,-0.320,-0.204,-0.320,-0.204,38,W,28,S,,,31850,30.99,0
52,51.000,"Mount",-0.259,-0.357,-0.259,-0.357,-0.259,-0.357,31,W,49,S,,,31887,30.79,0
53,52.000,"Mount",-0.140,-0.319,-0.140,-0.319,0.000,-0.319,0,,44,S,,,31924,30.58,0
54,53.000,"Mount",-0.258,-0.342,-0.258,-0.342,-0.258,-0.342,30,W,47,S,,,31961,30.36,0
55,54.000,"Mount",-0.340,-0.136,-0.340,-0.136,-0.340,0.000,40,W,0,,,,31998,30.14,0
56,55.000,"Mount",-0.423,-0.557,-0.423,-0.557,-0.423,-0.557,50,W,77,S,,,32035,29.91,0
57,56.000,"Mount",-0.322,-0.239,-0.322,-0.239,-0.322,-0.239,38,W,33,S,,,32072,29.67,0
58,57.000,"Mount",-0.644,-0.146,-0.644,-0.146,-0.644,0.000,77,W,0,,,,32109,29.44,0
59,58.000,"Mount",-0.452,-0.307,-0.452,-0.307,-0.452,-0.307,54,W,42,S,,,32146,29.20,0
60,59.000,"Mount",-0.593,-0.296,-0.593,-0.296,-0.593,-0.296,71,W,41,S,,,32183,28.95,0
