PHD2 version 2.6.13
Log start 2026-02-01 22:00:00
Guiding Begins at 2026-02-01 22:00:02
Equipment Profile = "SCT-2032-sub-015"
Mount = "Mount"
Camera = "Simulator"
Guider = "Hysteresis"
Exposure = 1.0 s
Image scale = 0.35 arc-sec/px

Frame,Time,Mount,dx,dy,RARawDistance,DECRawDistance,RAGuideDistance,DECGuideDistance,RADuration,RADirection,DECDuration,DECDirection,XStep,YStep,StarMass,SNR,ErrorCode
50,49.000,"Mount",-0.142,-0.589,-0.142,-0.589,0.000,-0.589,0,,82,S,,,31813,31.19,0
51,50.000,"Mount",-0.107,-0.452,-0.107,-0.452,0.000,-0.452,0,,63,S,,,31850,30.99,0
52,51.000,"Mount",-0.002,-0.266,-0.002,-0.266,0.000,-0.266,0,,37,S,,,31887,30.79,0
53,52.000,"Mount",-0.188,-0.288,-0.188,-0.288,0.000,-0.288,0,,40,S,,,31924,30.58,0
54,53.000,"Mount",-0.182,-0.408,-0.182,-0.408,0.000,-0.408,0,,57,S,,,31961,30.36,0
55,54.000,"Mount",-0.573,-0.364,-0.573,-0.364,-0.573,-0.364,68,W,50,S,,,31998,30.14,0
56,55.000,"Mount",-0.543,-0.449,-0.543,-0.449,-0.543,-0.449,65,W,62,S,,,32035,29.91,0
57,56.000,"Mount",-0.281,-0.374,-0.281,-0.374,-0.281,-0.374,33,W,52,S,,,32072,29.67,0
58,57.000,"Mount",-0.455,-0.209,-0.455,-0.209,-0.455,-0.209,54,W,29,S,,,32109,29.44,0
59,58.000,"Mount",-0.496,-0.254,-0.496,-0.254,-0.496,-0.254,59,W,35,S,,,32146,29.20,0
60,59.000,"Mount",-0.475,-0.437,-0.475,-0.437,-0.475,-0.437,57,W,61,S,,,32183,28.95,0
