PHD2 version 2.6.13
Log start 2026-02-01 22:00:00
Guiding Begins at 2026-02-01 22:00:02
Equipment Profile = "SCT-2032-sub-002"
Mount = "Mount"
Camera = "Simulator"
Guider = "Hysteresis"
Exposure = 1.0 s
Image scale = 0.35 arc-sec/px

Frame,Time,Mount,dx,dy,RARawDistance,DECRawDistance,RAGuideDistance,DECGuideDistance,RADuration,RADirection,DECDuration,DECDirection,XStep,YStep,StarMass,SNR,ErrorCode
31,30.000,"Mount",0.473,-0.280,0.473,-0.280,0.473,-0.280,56,E,39,S,,,31110,32.99,0
32,31.000,"Mount",0.545,-0.150,0.545,-0.150,0.545,0.000,65,E,0,,,,31147,33.00,0
33,32.000,"Mount",0.554,-0.414,0.554,-0.414,0.554,-0.414,66,E,57,S,,,31184,33.00,0
34,33.000,"Mount",0.556,-0.381,0.556,-0.381,0.556,-0.381,66,E,53,S,,,31221,32.98,0
35,34.000,"Mount",0.530,-0.318,0.530,-0.318,0.530,-0.318,63,E,44,S,,,31258,32.96,0
36,35.000,"Mount",0.428,-0.362,0.428,-0.362,0.428,-0.362,51,E,50,S,,,31295,32.92,0
37,36.000,"Mount",0.564,-0.461,0.564,-0.461,0.564,-0.461,67,E,64,S,,,31332,32.87,0
38,37.000,"Mount",0.726,-0.385,0.726,-0.385,0.726,-0.385,87,E,53,S,,,31369,32.81,0
39,38.000,"Mount",0.712,-0.270,0.712,-0.270,0.712,-0.270,85,E,37,S,,,31406,32.73,0
40,39.000,"Mount",0.861,-0.496,0.861,-0.496,0.861,-0.496,103,E,69,S,,,31443,32.64,0
41,40.000,"Mount",0.696,-0.510,0.696,-0.510,0.696,-0.510,83,E,71,S,,,31480,32.55,0
42,41.000,"Mount",0.763,-0.469,0.763,-0.469,0.763,-0.469,91,E,65,S,,,31517,32.44,0
43,42.000,"Mount",0.421,-0.365,0.421,-0.365,0.421,-0.365,50,E,51,S,,,31554,32.32,0
44,43.000,"Mount",0.342,-0.320,0.342,-0.320,0.342,-0.320,41,E,44,S,,,31591,32.18,0
45,44.000,"Mount",0.358,-0.312,0.358,-0.312,0.358,-0.312,43,E,43,S,,,31628,32.04,0
46,45.000,"Mount",0.356,-0.286,0.356,-0.286,0.356,-0.286,42,E,40,S,,,31665,31.89,0
47,46.000,"Mount",0.186,-0.250,0.186,-0.250,0.000,-0.250,0,,34,S,,,31702,31.73,0
48,47.000,"Mount",0.100,-0.401,0.100,-0.401,0.000,-0.401,0,,56,S,,,31739,31.56,0
49,48.000,"Mount",0.164,-0.287,0.164,-0.287,0.000,-0.287,0,,40,S,,,31776,31.38,0
50,49.000,"Mount",-0.092,-0.132,-0.092,-0.132,0.000,0.000,0,,0,,,,31813,31.19,0
51,50.000,"Mount",0.064,-0.255,0.064,-0.255,0.000,-0.255,0,,35,S,,,31850,30.99,0
52,51.000,"Mount",-0.109,-0.053,-0.109,-0.053,0.000,0.000,0,,0,,,,31887,30.79,0
53,52.000,"Mount",-0.199,-0.217,-0.199,-0.217,0.000,-0.217,0,,30,S,,,31924,30.58,0
54,53.000,"Mount",-0.426,-0.348,-0.426,-0.348,-0.426,-0.348,51,W,48,S,,,31961,30.36,0
55,54.000,"Mount",-0.322,-0.363,-0.322,-0.363,-0.322,-0.363,38,W,50,S,,,31998,30.14,0
56,55.000,"Mount",-0.389,-0.283,-0.389,-0.283,-0.389,-0.283,46,W,39,S,,,32035,29.91,0
57,56.000,"Mount",-0.332,-0.425,-0.332,-0.425,-0.332,-0.425,39,W,59,S,,,32072,29.67,0
58,57.000,"Mount",-0.522,-0.467,-0.522,-0.467,-0.522,-0.467,62,W,65,S,,,32109,29.44,0
59,58.000,"Mount",-0.342,-0.453,-0.342,-0.453,-0.342,-0.453,41,W,63,S,,,32146,29.20,0
60,59.000,"Mount",-0.772,-0.278,-0.772,-0.278,-0.772,-0.278,92,W,38,S,,,32183,28.95,0
